;1;0.845825;1;1;2.442066;0.139712;1
1;2;0.985536;1;2;2.302354;1.030194;2
2;3;2.015731;1;3;1.272159;4.133638;3
3;4;3.28789;2;2;2.442066;2.861479;1
4;5;5.729956;2;1;0.082814;0.419413;2
5;6;5.812769;2;0;0.272404;0.3366;3
6;7;6.149369;1;1;0.650561;2.162869;4
7;8;6.79993;2;0;0.650561;1.512308;4
8;9;8.312238;1;1;0.121377;0.821477;5
9;10;8.433615;2;0;0.121377;0.700099;5
10;11;9.133714;1;1;3.061193;0.063714;6
11;12;9.197428;1;2;2.997479;0.109104;7
12;13;9.306532;1;3;2.888375;0.563491;8
13;14;9.870023;1;4;2.324884;0.392407;9
14;15;10.26243;1;5;1.932477;0.369722;10
15;16;10.632152;1;6;1.562755;2.246041;11
16;17;12.194907;2;5;3.061193;0.683286;6
17;18;12.878192;1;6;2.377907;0.100932;12
18;19;12.979125;1;7;2.276975;1.321916;13
19;20;14.30104;1;8;0.955059;1.668385;14
20;21;15.256099;2;7;0.473807;0.713326;7
21;22;15.729906;2;6;3.488891;0.239519;8
22;23;15.969425;1;7;3.249372;1.073805;15
23;24;17.04323;1;8;2.175567;0.269126;16
24;25;17.312357;1;9;1.906441;0.270798;17
25;26;17.583155;1;10;1.635643;2.000118;18
26;27;19.218797;2;9;1.004348;0.364475;9
27;28;19.583272;1;10;0.639873;0.017784;19
28;29;19.601056;1;11;0.622089;0.081316;20
29;30;19.682371;1;12;0.540773;0.335471;21
30;31;20.017842;1;13;0.205303;0.847359;22
31;32;20.223145;2;12;1.512104;0.642056;10
32;33;20.865201;1;13;0.870047;0.540583;23
33;34;21.405784;1;14;0.329464;0.557383;24
34;35;21.735248;2;13;2.010143;0.227918;11
35;36;21.963167;1;14;1.782225;0.104657;25
36;37;22.067824;1;15;1.677568;0.276644;26
37;38;22.344468;1;16;1.400924;0.435326;27
38;39;22.779794;1;17;0.965598;0.999542;28
39;40;23.745391;2;16;1.213168;0.033944;12
40;41;23.779335;1;17;1.179224;0.3165;29
41;42;24.095835;1;18;0.862724;1.752346;30
42;43;24.958559;2;17;0.552008;0.889622;13
43;44;25.510567;2;16;1.896139;0.337614;14
44;45;25.848181;1;17;1.558525;1.681221;31
45;46;27.406706;2;16;0.287864;0.122697;15
46;47;27.529403;1;17;0.165167;0.157085;32
47;48;27.686488;1;18;0.008082;2.001204;33
48;49;27.69457;2;17;2.542143;1.993122;16
49;50;29.687692;1;18;0.549021;2.504035;34
50;51;30.236713;2;17;0.849058;1.955014;17
51;52;31.08577;2;16;0.409437;1.105957;18
52;53;31.495208;2;15;0.444571;0.696519;19
53;54;31.939779;2;14;0.551015;0.251948;20
54;55;32.191727;1;15;0.299066;0.253598;35
55;56;32.445325;1;16;0.045468;0.55867;36
56;57;32.490794;2;15;0.763493;0.513202;21
57;58;33.003995;1;16;0.250291;0.220145;37
58;59;33.22414;1;17;0.030147;0.02614;38
59;60;33.25028;1;18;0.004007;0.271892;39
60;61;33.254286;2;17;1.496201;0.267885;22
61;62;33.522171;1;18;1.228317;0.153657;40
62;63;33.675829;1;19;1.074659;1.086441;41
63;64;34.750488;2;18;1.65799;0.011782;23
64;65;34.76227;1;19;1.646208;0.25324;42
65;66;35.01551;1;20;1.392968;3.467911;43
66;67;36.408478;2;19;0.340064;2.074944;24
67;68;36.748542;2;18;0.708282;1.73488;25
68;69;37.456824;2;17;0.390082;1.026598;26
69;70;37.846906;2;16;2.019507;0.636515;27
70;71;38.483422;1;17;1.382991;0.138746;44
71;72;38.622167;1;18;1.244246;0.261772;45
72;73;38.883939;1;19;0.982474;0.203992;46
73;74;39.087931;1;20;0.778482;0.978445;47
74;75;39.866413;2;19;0.608972;0.199963;28
75;76;40.066376;1;20;0.409009;0.605374;48
76;77;40.475385;2;19;0.144734;0.196365;29
77;78;40.620118;2;18;0.065128;0.051631;30
78;79;40.67175;1;19;0.013496;1.347935;49
79;80;40.685246;2;18;1.032689;1.334438;31
80;81;41.717935;2;17;0.163266;0.30175;32
81;82;41.881201;2;16;1.759345;0.138483;33
82;83;42.019684;1;17;1.620862;0.40744;50
83;84;42.427124;1;18;1.213422;0.375263;51
84;85;42.802387;1;19;0.838158;0.988755;52
85;86;43.640546;2;18;3.580249;0.150596;34
86;87;43.791142;1;19;3.429652;1.569127;53
87;88;45.360269;1;20;1.860526;0.465632;54
88;89;45.825901;1;21;1.394893;0.276981;55
89;90;46.102882;1;22;1.117913;1.268253;56
90;91;47.220794;2;21;1.394044;0.150341;35
91;92;47.371135;1;22;1.243704;0.535371;57
92;93;47.906506;1;23;0.708333;1.12202;58
93;94;48.614839;2;22;0.402452;0.413688;36
94;95;49.017291;2;21;0.288264;0.011236;37
95;96;49.028527;1;22;0.277028;0.915328;59
96;97;49.305554;2;21;1.216023;0.6383;38
97;98;49.943855;1;22;0.577723;0.584397;60
98;99;50.521578;2;21;0.091065;0.006674;39
99;100;50.528252;1;22;0.084391;1.135395;61
