;1;0.803;1;1;2.14188;0.803;1
1;2;1.606;2;1;1.33888;0.803;2
2;3;2.409;2;1;0.53588;0.803;3
3;4;2.94488;3;0;-1;0.26712;1
4;5;3.212;1;1;0.30698;0.803;4
5;6;3.51898;3;0;-1;0.49602;4
6;7;4.015;1;1;0.16404;0.803;5
7;8;4.17904;3;0;-1;0.63896;5
8;9;4.818;1;1;0.18471;0.803;6
9;10;5.00271;3;0;-1;0.61829;6
10;11;5.621;1;1;0.67691;0.803;7
11;12;6.29791;3;0;-1;0.12609;7
12;13;6.424;1;1;0.7306;0.803;8
13;14;7.1546;3;0;-1;0.0724;8
14;15;7.227;1;1;2.69462;0.803;9
15;16;8.03000;2;1;1.89162;0.803;10
16;17;8.833;2;1;1.08862;0.803;11
17;18;9.636;2;1;0.28562;0.803;12
18;19;9.92162;3;0;-1;0.51738;9
19;20;10.439;1;1;0.85467;0.803;13
20;21;11.242;2;1;0.05167;0.803;14
21;22;11.29367;3;0;-1;0.75133;13
22;23;12.045;1;1;1.11536;0.803;15
23;24;12.848;2;1;0.31236;0.803;16
24;25;13.16036;3;0;-1;0.49064;15
25;26;13.651;1;1;0.85559;0.803;17
26;27;14.454;2;1;0.05259;0.803;18
27;28;14.50659;3;0;-1;0.75041;17
28;29;15.257;1;1;1.11154;0.803;19
29;30;16.060000;2;1;0.30854;0.803;20
30;31;16.36854;3;0;-1;0.49446;19
31;32;16.863;1;1;2.62477;0.803;21
32;33;17.666;2;1;1.82177;0.803;22
33;34;18.469;2;1;1.01877;0.803;23
34;35;19.272;2;1;0.21577;0.803;24
35;36;19.48777;3;0;-1;0.58723;21
36;37;20.075;1;1;0.0068;0.803;25
37;38;20.0818;3;0;-1;0.7962;25
38;39;20.878;1;1;0.09084;0.803;26
39;40;20.96884;3;0;-1;0.71216;26
40;41;21.681;1;1;0.28638;0.803;27
41;42;21.96738;3;0;-1;0.51662;27
42;43;22.484;1;1;0.86224;0.803;28
43;44;23.287;2;1;0.05924;0.803;29
44;45;23.34624;3;0;-1;0.74376;28
45;46;24.???;1;1;1.33958;0.803;30
46;47;24.893;2;1;0.53658;0.803;31
47;48;25.42958;3;0;-1;0.26642;30
48;49;25.696;1;1;1.66029;0.803;32
49;50;26.499;2;1;0.85729;0.803;33
50;51;27.302;2;1;0.05429;0.803;34
51;52;27.35629;3;0;-1;0.74871;32
52;53;28.105;1;1;2.69765;0.803;35
53;54;28.908;2;1;1.89465;0.803;36
54;55;29.711;2;1;1.09165;0.803;37
55;56;30.514;2;1;0.28865;0.803;38
56;57;30.80265;3;0;-1;0.51435;35
57;58;31.317;1;1;1.03811;0.803;39
58;59;32.12;2;1;0.23511;0.803;40
59;60;32.35511;3;0;-1;0.56789;39
60;61;32.923;1;1;0.83015;0.803;41
61;62;33.726;2;1;0.02715;0.803;42
62;63;33.75315;3;0;-1;0.77585;41
63;64;34.529;1;1;1.02011;0.803;43
64;65;35.332;2;1;0.21711;0.803;44
65;66;35.54911;3;0;-1;0.58589;43
66;67;36.135;1;1;0.50876;0.803;45
67;68;36.64376;3;0;-1;0.29424;45
68;69;36.938;1;1;0.31793;0.803;46
69;70;37.25593;3;0;-1;0.48507;46
70;71;37.741;1;1;0.46746;0.803;47
71;72;38.20846;3;0;-1;0.33554;47
72;73;38.544;1;1;1.05584;0.803;48
73;74;39.347;2;1;0.25284;0.803;49
74;75;39.59984;3;0;-1;0.55016;48
75;76;40.15;1;1;4.1311;0.803;50
76;77;40.953;2;1;3.32810;0.803;51
77;78;41.756;2;1;2.52510;0.803;52
78;79;42.559;2;1;1.72210;0.803;53
79;80;43.362;2;1;0.9191;0.803;54
80;81;44.165;2;1;0.1161;0.803;55
81;82;44.2811;3;0;-1;0.6869;50
82;83;44.968;1;1;0.91179;0.803;56
83;84;45.771;2;1;0.10879;0.803;57
84;85;45.87979;3;0;-1;0.69421;56
85;86;46.574;1;1;1.26277;0.803;58
86;87;47.377;2;1;0.45977;0.803;59
87;88;47.83677;3;0;-1;0.34323;58
88;89;48.18;1;1;0.15128;0.803;60
89;90;48.33128;3;0;-1;0.65172;60
90;91;48.983;1;1;0.02197;0.803;61
91;92;49.00497;3;0;-1;0.78103;61
92;93;49.786;1;1;1.30048;0.803;62
93;94;50.589;2;1;0.49748;0.803;63
94;95;51.08648;3;0;-1;0.30552;62
95;96;51.392;1;1;1.88904;0.803;64
96;97;52.195;2;1;1.08604;0.803;65
97;98;52.998;2;1;0.28304;0.803;66
98;99;53.28104;3;0;-1;0.51996;64
99;100;53.801;1;1;0.02017;0.803;67
