;1;0.845825;0;0;0.845825;2.442066;3.28789
1;2;0.985536;1;4.661606;5.647142;0.082814;5.729956
2;3;2.015731;2;3.524634;5.540365;0.272404;5.812769
3;4;6.149369;0;0;6.149369;0.650561;6.79993
4;5;8.312238;0;0;8.312238;0.121377;8.433615
5;6;9.133714;0;0;9.133714;3.061193;12.194907
6;7;9.197428;1;5.584864;14.782292;0.473807;15.256099
7;8;9.306532;2;2.934484;12.241016;3.488891;15.729906
8;9;9.870023;3;8.344427;18.21445;1.004348;19.218797
9;10;10.26243;4;8.448611;18.711041;1.512104;20.223145
10;11;10.632152;5;9.092954;19.725105;2.010143;21.735248
11;12;12.878192;5;9.654031;22.532224;1.213168;23.745391
12;13;12.979125;6;11.427426;24.406551;0.552008;24.958559
13;14;14.30104;7;9.313389;23.614429;1.896139;25.510567
14;15;15.969425;6;11.149417;27.118842;0.287864;27.406706
15;16;17.04323;7;8.109197;25.152427;2.542143;27.69457
16;17;17.312357;8;12.075298;29.387655;0.849058;30.236713
17;18;17.583155;9;13.093178;30.676333;0.409437;31.08577
18;19;19.583272;9;11.467365;31.050637;0.444571;31.495208
19;20;19.601056;10;11.787709;31.388764;0.551015;31.939779
20;21;19.682371;11;12.044929;31.727301;0.763493;32.490794
21;22;20.017842;12;11.740243;31.758085;1.496201;33.254286
22;23;20.865201;12;12.227297;33.092498;1.65799;34.750488
23;24;21.405784;13;14.66263;36.068414;0.340064;36.408478
24;25;21.963167;13;14.077093;36.040259;0.708282;36.748542
25;26;22.067824;14;14.998918;37.066742;0.390082;37.456824
26;27;22.344468;15;13.482931;35.827399;2.019507;37.846906
27;28;22.779794;16;16.477648;39.257441;0.608972;39.866413
28;29;23.779335;16;16.551315;40.330651;0.144734;40.475385
29;30;24.095835;17;16.459155;40.554991;0.065128;40.620118
30;31;25.848181;16;13.804376;39.652557;1.032689;40.685246
31;32;27.529403;16;14.025265;41.554668;0.163266;41.717935
32;33;27.686488;17;12.435368;40.121856;1.759345;41.881201
33;34;29.687692;17;10.372606;40.060297;3.580249;43.640546
34;35;32.191727;14;13.635023;45.82675;1.394044;47.220794
35;36;32.445325;15;15.767061;48.212387;0.402452;48.614839
36;37;33.003995;15;15.725032;48.729027;0.288264;49.017291
37;38;33.22414;16;14.865391;48.089531;1.216023;49.305554
38;39;33.25028;17;17.180233;50.430512;0.091065;50.521578
39;40;33.522171;17;16.732458;50.254629;0.358014;50.612643
40;41;33.675829;18;-1;-1;-1;-1
41;42;34.76227;18;-1;-1;-1;-1
42;43;35.01551;19;-1;-1;-1;-1
43;44;38.483422;16;-1;-1;-1;-1
44;45;38.622167;17;-1;-1;-1;-1
45;46;38.883939;18;-1;-1;-1;-1
46;47;39.087931;19;-1;-1;-1;-1
47;48;40.066376;19;-1;-1;-1;-1
48;49;40.67175;18;-1;-1;-1;-1
49;50;42.019684;16;-1;-1;-1;-1
50;51;42.427124;17;-1;-1;-1;-1
51;52;42.802387;18;-1;-1;-1;-1
52;53;43.791142;18;-1;-1;-1;-1
53;54;45.360269;19;-1;-1;-1;-1
54;55;45.825901;20;-1;-1;-1;-1
55;56;46.102882;21;-1;-1;-1;-1
56;57;47.371135;21;-1;-1;-1;-1
57;58;47.906506;22;-1;-1;-1;-1
58;59;49.028527;21;-1;-1;-1;-1
59;60;49.943855;21;-1;-1;-1;-1
60;61;50.528252;21;-1;-1;-1;-1
